,INVO,Spec_int,B11,Na23,Mg26,Al27,P31,S34,K39,Ca44,Fe54,Mn55,Co59,Ni60,Cu63,Zn66,As75,Rb85,Sr88,Mo98,Cd111
10,588324.0,1.0,-0.34588993,-0.4300185,-1.2933517,-0.58918285,-0.99016094,-0.7772207,0.31118914,-0.37469587,-1.208657,-0.9893566,-1.0210799,-0.62134224,-1.1732204,-0.79779893,-0.59285676,-0.39993367,0.52358353,-0.33953914,-0.8555366
11,588442.0,1.0,1.2808284,-0.5797723,-0.8428377,-0.5563288,-0.69829875,-0.06738201,0.63763386,-0.9160181,-0.18481325,-0.67881113,-0.3265163,-0.35431197,-0.5731507,,-0.06447842,0.7256775,-0.9531924,-0.189481,-0.016036104
12,588677.0,2.0,-0.4611693,1.2831843,0.62589043,0.3994956,0.6458444,0.6282487,0.33842254,0.28221086,0.85230124,0.8705332,1.09648,0.5572951,2.3372238,0.49803123,0.25873998,0.23214273,-0.08441824,-0.4706524,0.21096785
13,237621.0,2.0,-0.9053806,-0.96876913,1.3686261,0.8982307,0.9261632,-0.12254151,-1.2106249,0.3257598,0.19610676,-0.01916339,-0.19622529,-0.42408356,0.038523767,-0.29298252,0.03918885,-0.11150272,-0.048649084,0.11634603,-0.8412929
14,483138.0,2.0,0.2802928,1.1040062,-0.044016596,0.19845027,-0.26507267,0.044417378,-0.48771822,-0.15980102,-0.069543585,-0.24976735,-0.24492869,0.053085223,-0.021466725,0.027965926,0.3493145,-0.45733744,-0.21740337,-0.71318585,1.4113564
15,483143.0,2.0,-0.84365636,-0.7113596,-0.12821019,-0.21774918,-0.6613599,0.45708555,-0.6217704,0.22709721,0.26123902,0.48917106,0.40401113,-0.009583445,0.0290908,0.037109267,0.3221697,-0.88690054,-0.21849245,-0.7194412,0.4602866
16,588626.0,2.0,-0.973796,-0.9021405,-1.7563832,-0.8479,-0.4023877,-1.5135046,-0.249571,-1.2381787,-0.3034015,-0.3745233,-0.1358067,-0.1354263,0.28585264,-0.24538256,-0.17349647,-0.7059126,-1.2119185,-0.3275375,-0.1640309
17,483130.0,2.0,0.015277998,-0.5116341,0.20370086,-0.47682428,0.08030503,0.3053439,-0.22139291,-0.4683367,-0.8366933,-0.42958972,-0.36110386,-0.4825742,0.32883972,-0.25656804,-0.598872,-0.69320136,-0.27929845,-0.76015663,-0.417742
18,588199.0,3.0,0.3018199,-0.047110435,2.445149,2.0266004,1.6359982,1.8924105,-0.41137788,0.49994102,2.4792278,5.1468124,5.6618586,4.812143,2.3826175,2.1985068,2.3714793,3.230812,-0.15150025,-0.064085774,0.53091455
19,588200.0,3.0,0.29977515,2.8769243,0.80017775,0.9091469,-0.2277835,0.23109724,-1.2837139,1.3740275,0.41748154,1.5614742,1.3936197,0.4272057,1.3764625,0.09540762,-0.028448159,0.28742328,1.4734216,1.0283214,0.36418813
20,588198.0,3.0,-1.1994648,-0.070460826,0.5356171,0.40813273,0.40606686,-1.2282995,-0.92184895,2.825621,0.22798398,0.31621096,1.718014,0.561412,0.30287358,0.44611835,0.18117473,0.9212649,3.0007327,0.7774107,-0.32319993
21,588205.0,3.0,-0.55249673,2.1006603,0.4124545,1.2828013,0.41636583,-1.9296554,-2.010018,0.22918983,0.891754,0.46133864,1.346962,-0.17012224,0.4984778,0.5754262,0.34060824,0.16003272,-0.18802369,-0.37384817,0.13444091
22,588134.0,3.0,0.38567498,1.8280796,0.8853667,-0.68560994,0.18628177,0.102656625,0.5162187,1.0684009,-0.4072796,0.34257764,0.27006263,0.97721994,2.4175847,0.6984966,-0.45608592,-0.8349744,0.55198085,1.3071663,1.0457315
23,588217.0,3.0,0.006275401,-0.6057061,1.0883279,-0.799099,0.018882899,2.216496,0.5267771,1.4387248,0.41627398,0.5024309,0.023740046,-0.4140906,0.27613002,-0.61528856,-0.6014556,0.35739914,1.4630902,1.5862209,0.19396368
24,588219.0,3.0,,,,,,,,,,,,,,,,,,,
25,588398.0,3.0,-0.8954768,0.06256015,0.38376784,-0.5354927,1.1639593,-0.91463166,1.2606494,0.31022054,0.909402,0.03522443,0.34929073,0.9495469,1.6877744,0.015346496,-0.44610265,-0.5883732,0.13011836,0.04374684,0.21121451
26,588356.0,3.0,-0.691465,1.2529173,0.22084752,0.8877931,1.1293836,0.0009648669,-2.128011,2.0466514,1.4595037,1.9947633,1.7986815,1.0949945,1.9133765,0.28547072,-0.31785735,-0.7612827,0.6771774,0.07199042,-0.27011114
27,588221.0,3.0,-0.03302074,1.7115448,0.44490227,0.48043448,1.4150896,2.2722325,-0.09905877,2.9746413,0.0663591,1.3204616,0.7246589,-0.22511312,0.8128708,0.28477925,0.20348123,-0.6904023,2.5541139,2.6867228,0.6201656
28,588154.0,3.0,0.71676534,1.5099392,-0.16352367,-0.46483746,0.8902208,1.0858889,-0.32790342,2.0575144,0.7421041,1.6658018,0.62700784,0.050819676,1.7525539,0.09829699,0.26922685,-0.7463518,2.3529413,1.4246038,0.050817613
29,588208.0,3.0,-0.980203,-0.51075155,3.5990825,0.7504805,2.6506782,0.67545915,0.14195766,5.971542,4.2835135,2.934371,2.4728682,2.7692974,5.7269573,3.2026725,-0.038779683,0.5515223,4.7437415,1.5027996,0.5580808
30,588186.0,3.0,-0.032603025,1.1992068,-0.5207834,-0.47149405,1.2367935,0.08237951,-0.2091583,2.4913125,-0.046224702,1.0125812,0.42821687,0.14616834,1.431926,0.4625556,-0.5368953,-0.75950915,2.0068865,4.421324,0.098221
31,588197.0,3.0,-0.054593462,0.727071,0.8383128,0.024499731,0.55314094,0.8428073,1.6145663,-0.025966095,0.57575387,0.92775726,0.9228177,1.803489,0.56832874,-0.028028792,0.12316321,-0.3582666,-0.32076213,1.7860198,0.13831297
32,588218.0,3.0,-0.76411265,1.62803,-0.296613,-0.0792444,0.7839703,-0.18013895,-0.3746053,1.9425567,4.1371207,0.70845675,0.76084006,2.5184162,2.645227,2.4394548,0.8356809,0.13334186,0.66657114,3.281257,2.2248642
33,171.0,3.0,-0.43752977,-0.8885699,-1.3872932,-0.49291077,-1.0931617,-0.603095,-1.799653,-0.17403416,1.752851,0.94162,0.64165705,-0.24629767,1.0306646,0.0036933213,0.25825807,-1.111976,-0.11864538,-0.7778522,0.6677849
34,588575.0,3.0,-1.1980934,-0.9083895,0.33524477,-0.28814974,1.6979327,0.5150522,1.3169225,1.1726115,0.4207681,0.75747097,0.5000538,0.49142548,1.6091609,0.27893633,-0.022731831,-0.47663978,0.58449185,7.4613733,0.0072155376
35,597232.0,3.0,-0.93007797,0.027744314,-0.51786447,0.47172034,0.6189578,0.6771755,1.2718025,0.6536952,1.1794759,0.2695653,0.49387488,2.61474,1.0996172,0.90339553,0.4644407,-0.13958983,-0.17869027,1.1919262,
36,588678.0,3.0,-0.2986162,0.4668629,-0.22519183,0.8986173,0.80487543,0.70381945,0.30979466,0.26182508,0.0845093,0.6995146,0.57713616,1.3612927,2.2935238,1.0016885,0.40843523,0.18362422,-0.43683982,3.0158825,0.34867373
37,588466.0,3.0,-1.2614849,-0.88995475,0.70208263,-0.36259416,-1.3518708,-0.5648757,-1.0909789,1.1620299,-0.38443393,0.43150735,0.010532271,-0.44759274,0.36979303,-0.24637477,-0.31699917,-0.71065927,0.63767165,0.2575213,-0.19529177
38,588685.0,3.0,-0.46213192,1.8200023,1.4153112,0.50417674,0.7863939,0.20578074,0.1440625,2.3424387,0.20085254,0.5734461,0.031959753,1.6057407,0.5355883,-0.050719224,1.2654951,0.044680018,2.16474,2.4770722,1.1596807
39,588460.0,3.0,-1.3086225,-0.66478455,-0.7870955,0.18196912,-0.18554112,0.011762822,-0.3090728,0.26415753,0.00048104307,0.710086,1.2122233,0.11470013,1.3503748,0.047986694,-0.0067403754,0.86833394,-0.11041516,1.6929607,-0.23740502
40,588328.0,3.0,0.99558944,-0.04680119,0.76881975,0.17291851,0.69453967,-0.40818045,0.2301153,1.7637391,1.5160089,0.94040716,1.009135,2.5829856,1.2496761,0.52803165,-0.17206562,-0.5697426,1.0117971,1.1181278,0.4665855
41,588143.0,3.0,-0.17464776,-0.12776811,0.0037136474,1.4462465,1.055118,0.56310844,0.41345987,1.7896273,1.3792768,1.501602,1.07948,0.40668365,1.741342,0.18321471,0.102015354,-0.17958729,0.855031,2.1030176,0.4286956
42,588372.0,3.0,1.3931924,3.1647177,0.778013,0.9796898,1.4285223,-0.2527371,1.6570272,-0.17302792,2.2682972,0.35452873,0.53977334,1.811121,2.8925455,0.44200486,0.11617188,-0.33238468,-0.47265738,1.1899519,1.862895
43,588329.0,3.0,-0.70606476,0.3211317,-0.64147407,3.3576856,0.27386466,1.0054655,0.82539374,-0.5071515,1.5858506,4.502057,3.9777703,4.0227346,1.774357,0.90873516,0.48645678,-0.4357224,-0.70059186,0.46935907,0.44320983
44,588352.0,3.0,-1.257635,-0.28818786,-1.986215,-0.7019754,-3.154757,-1.5514505,-3.5335944,0.64399195,-0.9828394,-0.3953423,-0.43044207,0.7608801,0.15642157,-0.37122858,-0.58224344,-1.1652403,0.7191821,-0.19835903,-0.28795302
45,588220.0,3.0,0.17618829,1.0388275,1.6450452,-0.8909015,0.53017575,0.8463512,-0.41540164,1.935537,1.0285105,0.80117214,0.4686653,0.5964634,1.4375733,-0.16472691,-0.59089667,-0.40089408,4.2091703,0.99833,-0.13242507
46,588222.0,3.0,1.5295404,2.3221073,0.2050101,-0.46379167,1.0137944,0.6118091,-0.19121784,1.1154196,0.87315065,1.2073655,1.4316092,1.2400553,2.7515147,0.059545908,-0.061172657,-0.19933395,0.4660086,1.0284947,1.2678798
47,588128.0,4.0,-0.6842715,2.1664064,1.0421996,-0.40193033,0.35806555,0.21905814,0.663465,-0.043603916,0.8214743,0.1232657,0.055920325,-0.25341755,0.766861,-0.2740234,-0.8926644,-0.23071405,1.0317072,2.4521074,-0.52436185
48,588173.0,4.0,-0.5390115,-0.16059338,0.55899507,-0.6661762,0.004819448,-0.84352547,0.6959651,-0.09916897,-0.29020384,-1.1679606,-0.93882793,-0.15790473,0.49849367,-0.17319089,-0.017429138,-0.28981355,-0.12929924,-0.8617612,-0.15260875
49,588182.0,4.0,-0.211506,1.0284461,2.1081123,0.358259,0.06678205,-1.0101825,0.5107523,-0.08033362,0.09872815,-0.7619131,-0.687745,0.15013249,1.0944184,-0.19182432,-0.0010962735,-0.5874474,0.006506166,-0.7241402,-0.43113223
50,588165.0,4.0,1.4113915,0.810921,1.3252776,-0.6374876,0.14117226,-0.37029192,0.5792176,-0.3080732,-0.16336139,-0.6478491,-0.82042015,-0.08923624,-0.35179844,-0.11298744,-0.17656828,-0.2020916,-0.42805868,-0.8547541,-0.15241942
51,483164.0,4.0,0.51846254,1.0200475,1.2461966,0.3541111,1.6143093,0.8423677,0.6152276,0.9491361,0.7605409,0.9294775,0.9459831,0.24264263,0.77456665,0.60611606,0.84812224,-0.20573258,0.6575693,-0.8345214,1.0178717
52,483160.0,4.0,0.91455305,0.41853788,-0.12055042,0.9027525,0.055683326,-0.5600227,0.3165346,-0.6914572,0.92830133,-0.009138416,0.01236572,-0.122854844,1.3708445,-0.13586876,0.18787122,-0.33278927,-0.45353812,-0.62429804,0.3687239
53,483161.0,4.0,-0.2672729,-0.33765924,0.060355667,-0.04139462,-0.42286694,0.19890165,0.06300716,0.47167143,-0.46653643,-0.29722014,-0.25156483,-0.30460405,0.25911435,-0.091569565,-0.272289,0.14822735,0.98292166,-0.9295689,0.05256489
54,483148.0,4.0,1.0139568,3.1336312,3.4217608,0.07033792,0.2670588,-0.41244087,0.5075477,0.30332687,0.4244265,-0.16551793,-0.45221728,0.15958385,0.8899604,0.055453904,0.89675814,-1.1371244,0.54271823,-0.756101,-0.047691666
55,588583.0,4.0,-0.30581573,0.6442082,0.06985109,0.52614325,0.53053224,0.27653268,1.6455436,-1.4505436,-0.8742329,-1.0307953,-1.0100026,0.63015366,0.4769035,-0.1840589,2.3577583,-0.6299751,-1.1269869,-0.62225056,0.22487307
56,588584.0,4.0,-0.8889016,-0.9022337,0.33703572,0.076371826,0.08398255,0.3774899,0.7507414,0.28663623,0.18218255,1.3628308,0.57346624,-0.20612194,0.0062053893,-0.39358294,-0.26489446,-1.0578393,-0.04714875,-0.8238411,-0.3562243
57,588585.0,4.0,1.0877765,0.27564728,0.45351356,0.609081,0.14967044,-0.4008332,0.29157048,-0.3577822,0.7299234,-0.1929532,-0.21502848,0.29274428,1.11457,-0.40424177,0.08566468,-0.731304,-0.46144694,-0.71459955,0.7304549
58,483157.0,4.0,0.17431761,0.36599672,1.097383,1.0153966,1.7202129,0.8453885,-0.28489074,0.5138182,1.6698965,0.11568259,-0.3836534,-0.18933405,0.007354614,-0.3024549,0.43142962,-1.1729757,0.1396466,-0.9261494,0.04865313
59,594349.0,4.0,1.579978,2.2122083,2.0508847,-0.27655312,0.28887433,0.30667531,0.03490168,-0.4905613,-0.1644337,-1.1242598,-0.5935891,-0.235147,1.1147693,-0.10527327,0.4937181,0.5662695,-0.38277346,-0.051873945,-0.18073626
60,588648.0,4.0,-0.7342756,-0.9513954,0.11172042,-0.6577502,-1.6963114,-0.8603776,-1.0866367,0.65598583,-0.4155328,-0.85450643,-1.132838,-0.3823629,-0.26285094,-0.5828007,-0.39085868,-1.1665071,0.53927064,-0.720976,0.66538227
61,1587.0,4.0,-0.18965459,0.28301647,0.5323392,0.062466703,-1.4495339,-0.5993133,-0.23640144,-0.61958593,-0.8137374,0.21287642,0.05406602,-0.57715154,-0.60552037,-0.4023542,0.3889316,-0.33462352,-0.15855233,-0.54754496,-0.5830268
62,588647.0,4.0,-0.4801541,0.068842456,-0.30765945,-0.36958718,-0.51680064,-0.6105557,0.83505946,-0.9822914,-0.9702001,-1.1464591,-1.0292745,0.15268296,0.21139598,-0.11045393,0.24987718,-0.57220507,-0.90356714,-0.69755757,-0.23644592
63,588658.0,4.0,-1.0087855,0.25667515,-0.57446736,-0.07063948,-1.3781794,-0.99415666,0.69980067,-1.2272173,-1.3968444,-0.91780376,-0.9698346,-0.5023099,-0.3279453,-0.66504997,-0.38603735,-0.7846476,-1.0101856,-0.7267581,0.09031433
64,483162.0,4.0,-0.58541197,-0.21816021,-0.46728683,-0.068164326,-1.582522,0.13060637,-0.60391015,0.6425862,-0.93386155,-0.043304566,-0.64760953,-0.58429784,0.00048511307,-0.49131992,-0.05585209,-1.1643326,0.93375117,-0.7404566,0.022309074
65,588675.0,4.0,-1.0027477,-0.31377786,0.08212767,-0.76299834,-1.2819805,-0.84651446,-0.08190857,-0.6805337,-1.0007209,-0.7699019,-0.81753945,-0.52499115,-0.26258057,-0.3084432,-0.34217766,-0.62047017,-0.2812635,0.3181164,-0.8500081
66,483159.0,4.0,-0.058931537,-0.20141597,1.8561395,0.752115,-0.7718846,-0.7476866,1.0565424,-0.47141337,-0.49199373,-1.1114894,-1.0109602,0.22922666,0.24522817,0.1151478,0.012207129,-0.56484276,-0.37390774,-0.7974776,-0.40817547
67,483151.0,4.0,-1.1446645,0.11360029,-0.6812871,-0.43474543,-0.30487913,-0.6924587,0.46490857,-0.8498673,-0.59576654,-0.7247209,-0.52597654,0.033716504,0.6808383,0.78357077,-0.02892828,-0.35096776,-0.9058875,-0.7981947,1.5883765
68,588307.0,4.0,-0.087115675,1.6844438,1.1112303,-0.65566635,-0.0718881,-0.3731941,0.546656,-0.3990974,-1.0514067,-0.05367202,-0.19314094,-0.11768249,0.5969471,-0.09767107,-0.5743687,-0.26866356,-0.301682,-0.57758,0.9589096
69,588169.0,4.0,0.22601686,-0.16515175,0.1946786,-0.26548624,-0.209925,0.73627067,-0.3508265,0.97523016,-0.32335424,0.094316795,0.0090314485,-0.47195727,-0.044912037,-0.48017645,-0.061513867,0.35723427,1.1086495,1.7478045,-0.5264562
70,597172.0,4.0,0.32717144,0.027961323,-0.7324182,1.4369819,-0.90512955,-0.71604276,-0.010165781,-1.0487996,-1.4520423,-0.68358564,-0.6676621,-0.465918,-0.5412613,-0.53503186,-0.5964017,-0.39175645,-0.9817293,-0.6731492,0.10900533
71,588277.0,4.0,-0.78411704,0.49262908,0.70510775,0.016921423,-0.63448906,-0.21096656,0.14318866,-0.16904233,-0.8111995,-0.66169065,-0.87489593,-0.34885582,0.21006528,-0.57930857,-0.5838216,-0.657756,0.356892,-0.81268144,-0.2966549
72,597228.0,4.0,-0.22282723,0.42253667,-0.28155443,-0.67759776,-0.48748904,0.099647574,-0.38931426,-0.9344808,-0.89871407,-0.07571444,-0.30212352,-0.62093264,-0.35364512,-0.6897064,-0.2493132,-1.190147,-0.53741384,1.8898621,-0.8165669
73,597203.0,4.0,0.52728605,2.4528294,0.4247254,0.2741773,0.5878211,-0.6770485,1.4198986,-0.55793476,-0.31128487,-1.1146915,-0.9147324,-0.46699643,0.16346562,-0.2801728,0.5531885,0.059839647,-0.77884024,-0.7246139,0.888928
74,483155.0,4.0,0.38311455,-0.2867925,0.05853365,-0.19674376,-0.7456949,0.09733608,-0.30206382,0.17141698,-0.85860735,0.08120202,-0.042985987,-0.4737372,-0.24836521,-0.44146356,-0.11913833,-0.92226285,0.7626526,-0.7838166,-0.6999095
75,588138.0,4.0,0.45537305,0.8179246,-0.52685344,1.5588844,0.1297224,0.0578045,0.94279444,-1.2446761,-0.75004077,-0.8719334,-0.021880219,3.6492798,0.28724924,0.13941352,1.1611606,-0.3765062,-0.9684813,-0.6881884,0.06285836
76,483133.0,4.0,1.0945387,0.19377214,0.2962331,-0.33014953,-0.952745,-0.66732955,-0.40960798,0.5313438,-0.8698245,-0.51854676,-0.47995314,-0.29363504,-0.18054925,-0.28877354,0.20640555,-1.0126568,0.6477529,-0.8423597,0.08899007
77,483152.0,4.0,-0.021784397,0.07136724,-0.43137816,-0.13065961,-0.6938908,-0.42686462,-0.37547132,0.04735461,-0.4131071,-0.20038661,-0.42454052,-0.19961056,-0.21699153,-0.36032853,0.03402177,-0.8407663,-0.05888739,-0.8991085,-0.15389863
78,483145.0,4.0,-0.20863897,-0.6202455,0.36941746,1.3491735,-1.2869215,-0.39321625,-0.024079153,-0.6859428,0.11265849,-0.76050675,-0.8819252,-0.34935457,-0.08655529,0.034353774,-0.08982711,-0.96318054,-0.8334068,-0.8675184,-0.11529776
79,483163.0,4.0,-0.91318744,-1.2758219,-0.2205972,5.008256,0.24390377,-0.5936037,0.9417611,-0.29634267,-1.255652,-0.8857087,-0.77187055,-0.5832506,-0.16356312,-0.4927306,-0.67472243,-0.6723095,0.84823114,-0.5679585,0.0045721964
80,483149.0,4.0,0.27474204,-0.5463625,0.14911291,-0.038737748,-0.048149053,-0.3873094,-0.75770366,-0.18193272,-0.51308024,-0.4925829,-0.64942294,0.007947538,0.58379835,-0.16623813,-0.09746161,-0.7744043,-0.56552434,-0.8889082,0.120089024
81,483150.0,4.0,-1.0995758,-0.9058448,-0.56489414,0.5388785,-1.183354,-0.27576068,0.079677194,-1.2173154,-0.5725153,-0.60312915,-0.5290089,-0.31382504,0.0631774,-0.52300435,-0.40360162,-0.78949106,-1.0005499,-0.79863375,-0.48424864
82,483147.0,4.0,-1.1299076,-0.5855575,-0.4319004,-0.004013516,-1.0659773,-0.062785946,-1.2031046,0.16466866,-0.6568704,0.63322896,0.20508933,0.35644808,-0.102168724,-0.0026012037,-0.074747615,-0.7888827,0.24851812,-0.78970975,0.22611214
83,483154.0,4.0,1.7507768,0.5637513,-0.16987316,0.04236018,-0.9097581,0.4721635,0.21466313,-0.20281649,-0.2780195,0.17506514,0.058352306,-0.48160914,-0.51999617,-0.3721553,-0.24656492,-0.8216,0.31742346,-0.80479926,-0.18443
84,588194.0,4.0,0.15377907,-0.3919335,-0.2623779,-0.18699868,-0.46344507,-0.27191332,0.08901888,-0.6750893,-0.7504882,-0.5602535,-0.53751636,-0.16327444,0.13141346,-0.4777474,-0.41435257,-0.5633393,-0.7914844,0.004032018,-0.5009041
85,483153.0,4.0,1.0806664,0.55937815,-0.030419992,0.30025625,0.35998783,0.25133172,0.15705298,0.4889775,-0.10228394,-0.11421768,-0.39648634,-0.1446647,0.50910836,-0.22037227,-0.030888667,-0.9981182,1.388104,-0.862144,-0.20095704
86,483146.0,4.0,-0.6027934,-0.9415975,0.15694205,0.40956724,0.16081038,0.06472525,1.0073473,-0.8078247,-0.33370724,-0.472463,-0.4537283,0.5411166,0.696008,-0.32170728,-0.12028398,-0.54545045,-0.4325246,-0.7207669,0.20432992
87,588152.0,5.0,3.280793,1.7100061,0.09984612,1.429644,1.1103431,-1.2239434,-1.9363073,-1.0019286,-0.31546596,0.69136226,1.2678375,5.1562157,-0.15212975,-0.15782762,0.9162888,-0.19417582,-1.1209365,-0.23382428,0.6977235
88,588155.0,5.0,1.0304798,0.750537,-0.7031793,1.4334038,1.6495734,0.4879929,-0.98318404,-0.8271021,0.08117597,2.7943358,2.4244912,1.3845689,-0.32465896,0.6031035,,0.53054637,-1.0011462,0.031880513,-0.23441742
89,588201.0,5.0,0.26952147,1.0625982,-0.5665797,-0.5411246,1.3210965,0.76399976,-1.0646151,-0.935453,-0.7403979,1.2506577,2.9965417,5.777527,-0.28587753,-0.08616875,0.56944466,0.3154341,-0.9523458,-0.6092276,2.3695006
90,588233.0,5.0,1.4226142,0.5046991,2.2986712,0.24742909,0.62889165,-1.6019064,-1.2700601,2.5120878,1.3250784,2.9979863,2.6196702,0.8540955,-0.07737822,-0.10707054,-0.19272068,-0.99972254,3.0839922,-0.56382614,0.5974359
91,588467.0,5.0,0.06557055,1.4708747,-0.33983397,0.5784043,1.0360177,0.09816671,-0.15902288,-0.7905033,-0.69981873,1.6195323,1.4950922,3.2052784,-0.105997466,0.19248211,-0.34366795,-0.5330927,-1.1212952,-0.43730515,-0.15834571
92,588440.0,6.0,-1.0475147,-1.1006873,-0.5029064,0.12324564,-0.44903588,-0.091130584,-0.0834888,0.35245067,-0.13584141,0.11978126,0.044438202,-0.40370145,-0.26824835,-0.091133006,0.20266068,-0.040746056,-0.17027438,-0.11961967,0.6705093
93,588214.0,6.0,-1.1280067,-0.86409473,0.3537202,0.51811844,0.4967423,-2.1535308,-0.5306842,-0.034940273,0.45233712,-0.9606316,-0.55711347,-0.105735384,-0.28760967,1.7154678,-0.640387,5.2991714,-0.22528249,0.23154424,-0.45021728
94,588276.0,6.0,0.46661538,-0.36500823,0.7621469,-0.80941963,1.443427,2.0454075,-0.39312246,0.79767317,0.5341413,-0.12510283,-0.20822233,-0.11702218,-0.32202068,-0.18642288,-0.94566154,0.5945747,0.7766014,-0.28672418,-0.20438437
95,588273.0,6.0,-0.596362,-0.28058887,1.3739712,4.1780148,1.1311163,,-0.28941035,1.4310238,0.7382595,0.43300965,0.4472939,-0.39765736,-0.85344565,0.016019035,0.76179886,-0.6316226,2.157358,-0.30948272,-0.5530685
96,588204.0,6.0,0.36936256,3.831045,1.8568287,-0.26893333,0.3166184,-0.7232233,-1.1205926,1.1582581,-0.123128705,-0.55463344,-0.8342077,-0.35723677,-0.18947512,-0.43973577,-0.34010127,1.5324875,1.3077743,0.3475418,0.63964355
97,588439.0,6.0,-0.93344855,-0.60537523,-1.2908158,-0.4625239,-0.13626555,-0.6841212,-0.86868614,-1.0654763,-0.48404595,1.44521,1.0116296,-0.20423253,-0.615808,-0.11550317,0.3097869,0.90543604,-1.1095941,-0.08382856,0.48227733
98,588190.0,6.0,1.4463354,0.48085114,0.07062466,-0.08060811,-0.4417542,-1.2643907,-0.39022112,0.024793109,0.7346044,-0.71734554,1.081384,-0.40564248,-1.1035106,-0.4698432,0.17933689,0.39483687,-0.41544214,-0.03559297,-0.39051482
99,588274.0,6.0,0.9297113,-0.37212536,-0.018922895,-0.79561496,0.86437887,0.48107877,-0.32522142,0.3635091,0.99789256,0.22326273,0.008403801,-0.25924113,-0.43954206,-0.5922824,-0.18521565,0.07967533,0.08503179,-0.46361223,1.1941661
100,588353.0,6.0,-0.36720854,0.48076335,0.7615218,0.0633609,0.8218693,0.08434114,-0.59097236,0.49145016,1.1297516,0.2773253,0.22275679,-0.43669203,-0.28039384,0.2714235,1.1402726,-0.747962,-0.28255662,-0.062305763,0.5234143
101,588435.0,6.0,0.34836966,-0.9236793,-0.9204222,-0.8297588,-0.39073417,-1.0386599,-0.41977072,-0.64032835,-0.46540073,-1.1737636,-0.9674571,-0.42296377,-0.8326428,-0.5952998,,-0.08517074,-0.46840128,-0.5724558,0.2727623
102,255189.0,6.0,-1.0131656,-0.8194158,-0.7652995,0.016927196,-0.19441055,-1.7916898,-1.0992138,-0.98498195,0.23190063,-0.3201726,-0.30822974,0.3249525,-0.61422426,-0.4873363,-0.28918582,0.65295714,-1.0004026,0.10748899,0.08417223
103,588456.0,6.0,2.3147256,2.5039468,2.5905974,-0.06731201,1.2369875,-0.5360853,-0.98383224,0.20399149,0.15352221,-0.6606248,0.07441362,0.31010836,-0.45342556,-0.42183268,0.13140288,-0.71378994,-0.13406439,0.2674969,-0.30730295
